"id","name","category","price","duration","description","time","image","about","benefits","bullets","process","processSteps","isMaster","masterPoojaId","templeId","templeDetails","packages","faqs","reviews","createdAt","updatedAt","status"
"cmnr40dwu000fl0jzxm63i0nu","Saptashati Full Path ","Ritualistic","3000","","[]","","/uploads/poojas/image-1775716927084-30207570.jpg","The most complete and exhaustive form of the Saptashati scripture recitation. This meticulous chanting is a deep spiritual practice aimed at seeking highest divine protection.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":3000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":3000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:42:07.087","2026-04-13 06:51:40.248","true"
"cmnr4cc9r000hl0jzafwjfow1","Mrityunjay Jap (11000 with Priest)","","6000","","[]","","/uploads/poojas/image-1775717484826-286743795.jpg","The sacred Mrityunjay mantra chanted 11000 times by an experienced priest on behalf of the devotee. This is a comprehensive spiritual service dedicated to intense prayers for good health and longevity.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":6000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":6000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:51:24.831","2026-04-13 06:51:40.248","true"
"cmnr4fqo5000jl0jznnkvopdu","Maharudra Anushthan","","2000","","[]","","/uploads/poojas/image-1775717643450-407930988.jpg","An advanced and potent ritual of worship involving the powerful recitation of the standard eleven forms of a potent chant (Rudra). This deep spiritual practice is performed for comprehensive blessings and protection.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":2000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":2000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:54:03.461","2026-04-13 06:51:40.248","true"
"cmnr4js2z000ll0jz41yqkvtk","Laghu Rudra","","6000","","[]","","/uploads/poojas/image-1775717831910-92755343.jpg","A focused and effective ritual involving the traditional repetition of the potent Rudra chant. This is an authentic and essential form of worship for spiritual growth and inner peace.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":6000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":5999,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 06:57:11.915","2026-04-13 06:51:40.248","true"
"cmnr4npqg000nl0jz33byqu1w","Vishnu Sahasranama","","6000","","[]","","/uploads/poojas/image-1775718015487-622274742.jpg","The ritualistic chanting of the complete 1000 names of a supreme divine form. This practice is undertaken to seek abundant prosperity, sound health, and overall well-being.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":6000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":6000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:00:15.496","2026-04-13 06:51:40.248","true"
"cmnr4qsuu000pl0jzcz2mdhqs","Navchandi (with Priest)","","10000","","[]","","/uploads/poojas/image-1775718159501-442247507.jpg","A potent ritual performed by a learned priest to address and overcome severe energetic imbalances and obstacles in a devotee's life. This detailed ceremony seeks extensive divine grace and protection.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":10000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":10000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:02:39.51","2026-04-13 06:51:40.248","true"
"cmnr4wekf000rl0jzzegriz5j","Navchandi (Fund Only)","","10000","","[]","","/uploads/poojas/image-1775718420921-10984650.jpg","This service is for a devotee to sponsor or contribute funds towards a large-scale, communal Navchandi ritual. This is a virtuous act of supporting a powerful ceremony for overall peace and protection.","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":10000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":10000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:07:00.927","2026-04-13 06:51:40.248","true"
"cmnr59luq000tl0jzq43srkcx","Sahasra Chandi","","30000","","[]","","/uploads/poojas/image-1775719036890-20644362.jpg","","[]","[]",,"[]","true",,"cmnwu42tr00dol0jza0evcahf",,"[{""name"":""Single"",""price"":30000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":30000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:17:16.899","2026-04-13 06:51:40.248","true"
"cmnr6o2fo000vl0jzf1v5ngk8","Ashtottar Kumkum Archana","","500","","[]","","/uploads/poojas/image-1774602238280-488016933.jpg","","[]","[]",,"[]","false","cmnn6kllv00bxl0g7dk8c3c1v","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""}]","[]",,"2026-04-09 07:56:31.188","2026-04-09 07:56:31.188","true"
"cmnr6o2fr000xl0jzluq21368","Ekadashi Pooja","","501","","[]","","/uploads/poojas/image-1775714374410-589355111.jpg","","[]","[]",,"[]","false","cmnr2ho9i00o0l0g7bmpcxt6r","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":501,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":501,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.191","2026-04-09 07:56:31.191","true"
"cmnr6o2fs000zl0jzhcartlbq","Abhishek Pooja","Prosperity","201","","[]","","/uploads/poojas/image-1775713889899-624035657.jpg","A sacred ritual of bathing a consecrated idol or symbol with holy substances such as water, milk, honey, and yogurt while chanting relevant hymns. This is performed for purification and to invoke divine energy.","[]","[]",,"[]","false","cmnr27aes00nyl0g7l9z0e1om","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":201,""description"":""For 1 person""},{""name"":""Couple"",""price"":201,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.192","2026-04-09 07:56:31.192","true"
"cmnr6o2ft0011l0jzt79uh4w3","Prasad Offering","General","201","","[]","","/uploads/poojas/image-1775654886706-260789733.jpg","A standard service for devotees to offer a set amount of traditional food items or sweets as a sacred offering during a specific ritual time. This is a common way to seek blessings and show devotion.","[]","[]",,"[]","false","cmnq2qxps00lsl0g7tuigafjm","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":201,""description"":""For 1 person""},{""name"":""Couple"",""price"":201,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.194","2026-04-09 07:56:31.194","true"
"cmnr6o2fv0013l0jzy0lux9o3","Ashtottar Kumkum Archana","","500","","[]","","/uploads/poojas/image-1775714611025-577404333.jpg","A ritual where kumkum (vermilion) is offered with the simultaneous chanting of 108 names. This is typically performed to invoke blessings for prosperity and overall well-being.","[]","[]",,"[]","false","cmnr2mqu100o2l0g7o22nhnfw","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.195","2026-04-09 07:56:31.195","true"
"cmnr6o2fw0015l0jz560rilmp","Shiv Kavach Recitation","Protection","500","","[]","","/uploads/poojas/image-1775714910200-266008288.jpg","A ritual involving the chanting of the Kavach (a protective shield of mantras) related to a specific aspect of the divine. The practice is aimed at seeking energetic protection and safeguarding one's well-being.","[]","[]",,"[]","false","cmnr2t5oh00o4l0g79ssxrpnl","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.196","2026-04-09 07:56:31.196","true"
"cmnr6o2fx0017l0jzhq1rrcr5","Brahmin Bhojan","","1500","","[]","","/uploads/poojas/image-1775715220620-591397673.jpg","A virtuous act of offering a complete meal with all due respect and traditional items to learned priests. This is a form of spiritual service, performed for charity and to earn blessings.","[]","[]",,"[]","false","cmnr2zt7900o7l0g73cys2njl","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":1500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.198","2026-04-09 07:56:31.198","true"
"cmnr6o2fz0019l0jzjq1pfkj9","Sahasra Kumkum Archana","","800","","[]","","/uploads/poojas/image-1775715380041-512324847.jpg","An extended kumkum archana performed with the powerful chanting of 1000 distinct names of the divine. This intensive offering is made for significant prosperity and overall auspiciousness.","[]","[]",,"[]","false","cmnr3387m00o9l0g72jy092s0","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":800,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":800,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.199","2026-04-09 07:56:31.199","true"
"cmnr6o2g0001bl0jzvyijilha","Satyanarayan Pooja","","1000","","[]","","/uploads/poojas/image-1775715699954-442819881.jpg","A traditional ritual, often performed as a fund contribution, for the general blessing and peace of a family. It involves the reading of sacred stories that emphasize the value of truth and devotion.","[]","[]",,"[]","false","cmnr3a32200obl0g72k8999hi","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.2","2026-04-09 07:56:31.2","true"
"cmnr6o2g1001dl0jzmgm2n8dr","Mrityunjay Jap (1100 + Havan)","","1000","","[]","","/uploads/poojas/image-1775715835782-623439482.jpg","A short-form intensive chanting of the profound Mrityunjay mantra for an individual's health, vitality, and well-being. This powerful chanting is followed by a small, sacred fire ritual (havan).","[]","[]",,"[]","false","cmnr3czv000odl0g71hewx2nf","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.202","2026-04-09 07:56:31.202","true"
"cmnr6o2g2001fl0jzno98kkal","Mrityunjay Jap (1100 with Priest)","","1000","","[]","","/uploads/poojas/image-1775715972222-912129373.jpg","Chanting of the sacred Mrityunjay mantra performed exclusively by a qualified priest on behalf of the devotee. This service is dedicated to praying for good health and longevity.","[]","[]",,"[]","false","cmnr3fx530001l0jz1lnhmxdr","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.203","2026-04-09 07:56:31.203","true"
"cmnr6o2g3001hl0jzmnzc8okp","Navchandi (Havan)","","1000","","[]","","/uploads/poojas/image-1775716077282-268089118.jpg","A potent and protective fire ritual designed to seek divine intervention for overcoming significant obstacles or misfortunes (doshas). It involves specific invocations for comprehensive well-being.","[]","[]",,"[]","false","cmnr3i67d0003l0jzn03auzfa","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.204","2026-04-09 07:56:31.204","true"
"cmnr6o2g4001jl0jzhq48noei","Samuhik Poojan","","1000","","[]","","/uploads/poojas/image-1775716340147-549976722.jpg","A group prayer ceremony where multiple families or individuals gather to perform common rituals together. It is an act of communal worship, seeking combined blessings for the well-being of all participants.","[]","[]",,"[]","false","cmnr3nt1a0005l0jz5wtjfiqq","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1001,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.205","2026-04-09 07:56:31.205","true"
"cmnr6o2g5001ll0jzjxazjf7j","Naivedya Offering","","500","","[]","","/uploads/poojas/image-1775716406495-477960908.jpg","A traditional and beautifully presented food offering made to the divine. Devotees can sponsor this consecrated meal which is then ritually offered at the altar.","[]","[]",,"[]","false","cmnr3p8840007l0jzkzlmahfo","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.206","2026-04-09 07:56:31.206","true"
"cmnr6o2g7001nl0jzgtzuyli7","Graha Shanti","","1500","","[]","","/uploads/poojas/image-1775716525030-550520477.jpg","A vital ritual performed to mitigate the negative influences of planetary alignments (grahas) and bring peace and harmony. This comprehensive ceremony seeks energetic balance in one's life.","[]","[]",,"[]","false","cmnr3rros0009l0jzw6hrfnjr","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":1500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.207","2026-04-09 07:56:31.207","true"
"cmnr6o2g8001pl0jzdrzqji5d","Mrityunjay Jap (11000 + Havan)","","2000","","[]","","/uploads/poojas/image-1775716701371-456857384.jpg","An extended and highly potent repetition of the sacred Mrityunjay mantra, chanted 11000 times by priests. This significant spiritual endeavor, followed by a fire ritual, is for profound healing and protection.","[]","[]",,"[]","false","cmnr3vjr4000bl0jzphiudpv2","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":2000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":2000,""maxPersons"":2,""description"":""For 2 people""}]","[{""a"":"""",""q"":""""}]",,"2026-04-09 07:56:31.208","2026-04-09 07:56:31.208","true"
"cmnr6o2g9001rl0jzyvmnmp64","Saptashati Path","","2500","","[]","","/uploads/poojas/image-1775716829652-18718360.jpg","The recitation of the complete Saptashati scripture, known for its powerful spiritual vibrations. This sacred chanting is performed to invoke divine protection and overcome adversities.","[]","[]",,"[]","false","cmnr3yaqh000dl0jz5kdx775n","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":2500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":2500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.209","2026-04-09 07:56:31.209","true"
"cmnr6o2ga001tl0jz5xxk75a7","Saptashati Full Path ","","3000","","[]","","/uploads/poojas/image-1775716927084-30207570.jpg","The most complete and exhaustive form of the Saptashati scripture recitation. This meticulous chanting is a deep spiritual practice aimed at seeking highest divine protection.","[]","[]",,"[]","false","cmnr40dwu000fl0jzxm63i0nu","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":3000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":2999,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.21","2026-04-09 07:56:31.21","true"
"cmnr6o2gb001vl0jz2rz6j91m","Mrityunjay Jap (11000 with Priest)","","6000","","[]","","/uploads/poojas/image-1775717484826-286743795.jpg","The sacred Mrityunjay mantra chanted 11000 times by an experienced priest on behalf of the devotee. This is a comprehensive spiritual service dedicated to intense prayers for good health and longevity.","[]","[]",,"[]","false","cmnr4cc9r000hl0jzafwjfow1","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":6000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":6000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.211","2026-04-09 07:56:31.211","true"
"cmnr6o2gc001xl0jzxo98bqfx","Maharudra Anushthan","","2000","","[]","","/uploads/poojas/image-1775717643450-407930988.jpg","An advanced and potent ritual of worship involving the powerful recitation of the standard eleven forms of a potent chant (Rudra). This deep spiritual practice is performed for comprehensive blessings and protection.","[]","[]",,"[]","false","cmnr4fqo5000jl0jznnkvopdu","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":2000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":2000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.212","2026-04-09 07:56:31.212","true"
"cmnr6o2gd001zl0jzf4nmq7jp","Laghu Rudra","","6000","","[]","","/uploads/poojas/image-1775717831910-92755343.jpg","A focused and effective ritual involving the traditional repetition of the potent Rudra chant. This is an authentic and essential form of worship for spiritual growth and inner peace.","[]","[]",,"[]","false","cmnr4js2z000ll0jz41yqkvtk","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":6000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":5999,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.214","2026-04-09 07:56:31.214","true"
"cmnr6o2ge0021l0jzzbvfy2n8","Vishnu Sahasranama","","6000","","[]","","/uploads/poojas/image-1775718015487-622274742.jpg","The ritualistic chanting of the complete 1000 names of a supreme divine form. This practice is undertaken to seek abundant prosperity, sound health, and overall well-being.","[]","[]",,"[]","false","cmnr4npqg000nl0jz33byqu1w","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":6000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":6000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.215","2026-04-09 07:56:31.215","true"
"cmnr6o2gf0023l0jzgjg0lto4","Navchandi (with Priest)","","10000","","[]","","/uploads/poojas/image-1775718159501-442247507.jpg","A potent ritual performed by a learned priest to address and overcome severe energetic imbalances and obstacles in a devotee's life. This detailed ceremony seeks extensive divine grace and protection.","[]","[]",,"[]","false","cmnr4qsuu000pl0jzcz2mdhqs","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":10000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":10000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.216","2026-04-09 07:56:31.216","true"
"cmnr6o2gg0025l0jz4jdzq7si","Navchandi (Fund Only)","","10000","","[]","","/uploads/poojas/image-1775718420921-10984650.jpg","This service is for a devotee to sponsor or contribute funds towards a large-scale, communal Navchandi ritual. This is a virtuous act of supporting a powerful ceremony for overall peace and protection.","[]","[]",,"[]","false","cmnr4wekf000rl0jzzegriz5j","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":10000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":10000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.217","2026-04-09 07:56:31.217","true"
"cmnr6o2gh0027l0jzken0cmke","Sahasra Chandi","","30000","","[]","","/uploads/poojas/image-1775719036890-20644362.jpg","","[]","[]",,"[]","false","cmnr59luq000tl0jzq43srkcx","cmnirwvur002rl0g7a2nbz06s",,"[{""name"":""Single"",""price"":30000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":30000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:56:31.217","2026-04-09 07:56:31.217","true"
"cmnr6pcs50029l0jzd88xhs7v","Ekadashi Pooja","","501","","[]","","/uploads/poojas/image-1775714374410-589355111.jpg","","[]","[]",,"[]","false","cmnr2ho9i00o0l0g7bmpcxt6r","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":501,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":501,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.253","2026-04-09 07:57:31.253","true"
"cmnr6pcs6002bl0jz7vcg3imy","Abhishek Pooja","Prosperity","201","","[]","","/uploads/poojas/image-1775713889899-624035657.jpg","A sacred ritual of bathing a consecrated idol or symbol with holy substances such as water, milk, honey, and yogurt while chanting relevant hymns. This is performed for purification and to invoke divine energy.","[]","[]",,"[]","false","cmnr27aes00nyl0g7l9z0e1om","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":201,""description"":""For 1 person""},{""name"":""Couple"",""price"":201,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.254","2026-04-09 07:57:31.254","true"
"cmnr6pcs7002dl0jzbq4o4ksr","Prasad Offering","General","201","","[]","","/uploads/poojas/image-1775654886706-260789733.jpg","A standard service for devotees to offer a set amount of traditional food items or sweets as a sacred offering during a specific ritual time. This is a common way to seek blessings and show devotion.","[]","[]",,"[]","false","cmnq2qxps00lsl0g7tuigafjm","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":201,""description"":""For 1 person""},{""name"":""Couple"",""price"":201,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.255","2026-04-09 07:57:31.255","true"
"cmnr6pcs8002fl0jzddrdfgjl","Ashtottar Kumkum Archana","","500","","[]","","/uploads/poojas/image-1775714611025-577404333.jpg","A ritual where kumkum (vermilion) is offered with the simultaneous chanting of 108 names. This is typically performed to invoke blessings for prosperity and overall well-being.","[]","[]",,"[]","false","cmnr2mqu100o2l0g7o22nhnfw","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.257","2026-04-09 07:57:31.257","true"
"cmnr6pcs9002hl0jz2dg5n7th","Shiv Kavach Recitation","Protection","500","","[]","","/uploads/poojas/image-1775714910200-266008288.jpg","A ritual involving the chanting of the Kavach (a protective shield of mantras) related to a specific aspect of the divine. The practice is aimed at seeking energetic protection and safeguarding one's well-being.","[]","[]",,"[]","false","cmnr2t5oh00o4l0g79ssxrpnl","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.258","2026-04-09 07:57:31.258","true"
"cmnr6pcsa002jl0jzd7y6mfnf","Brahmin Bhojan","","1500","","[]","","/uploads/poojas/image-1775715220620-591397673.jpg","A virtuous act of offering a complete meal with all due respect and traditional items to learned priests. This is a form of spiritual service, performed for charity and to earn blessings.","[]","[]",,"[]","false","cmnr2zt7900o7l0g73cys2njl","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":1500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.259","2026-04-09 07:57:31.259","true"
"cmnr6pcsb002ll0jzk7kb4ezc","Sahasra Kumkum Archana","","800","","[]","","/uploads/poojas/image-1775715380041-512324847.jpg","An extended kumkum archana performed with the powerful chanting of 1000 distinct names of the divine. This intensive offering is made for significant prosperity and overall auspiciousness.","[]","[]",,"[]","false","cmnr3387m00o9l0g72jy092s0","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":800,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":800,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.26","2026-04-09 07:57:31.26","true"
"cmnr6pcsc002nl0jzymtldpj4","Satyanarayan Pooja","","1000","","[]","","/uploads/poojas/image-1775715699954-442819881.jpg","A traditional ritual, often performed as a fund contribution, for the general blessing and peace of a family. It involves the reading of sacred stories that emphasize the value of truth and devotion.","[]","[]",,"[]","false","cmnr3a32200obl0g72k8999hi","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.261","2026-04-09 07:57:31.261","true"
"cmnr6pcsd002pl0jz4l4oo3xv","Mrityunjay Jap (1100 + Havan)","","1000","","[]","","/uploads/poojas/image-1775715835782-623439482.jpg","A short-form intensive chanting of the profound Mrityunjay mantra for an individual's health, vitality, and well-being. This powerful chanting is followed by a small, sacred fire ritual (havan).","[]","[]",,"[]","false","cmnr3czv000odl0g71hewx2nf","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.262","2026-04-09 07:57:31.262","true"
"cmnr6pcse002rl0jztj7r4wwu","Mrityunjay Jap (1100 with Priest)","","1000","","[]","","/uploads/poojas/image-1775715972222-912129373.jpg","Chanting of the sacred Mrityunjay mantra performed exclusively by a qualified priest on behalf of the devotee. This service is dedicated to praying for good health and longevity.","[]","[]",,"[]","false","cmnr3fx530001l0jz1lnhmxdr","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.263","2026-04-09 07:57:31.263","true"
"cmnr6pcsf002tl0jzz1ffu61d","Navchandi (Havan)","","1000","","[]","","/uploads/poojas/image-1775716077282-268089118.jpg","A potent and protective fire ritual designed to seek divine intervention for overcoming significant obstacles or misfortunes (doshas). It involves specific invocations for comprehensive well-being.","[]","[]",,"[]","false","cmnr3i67d0003l0jzn03auzfa","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1000,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.264","2026-04-09 07:57:31.264","true"
"cmnr6pcsg002vl0jz52rhzhoo","Samuhik Poojan","","1000","","[]","","/uploads/poojas/image-1775716340147-549976722.jpg","A group prayer ceremony where multiple families or individuals gather to perform common rituals together. It is an act of communal worship, seeking combined blessings for the well-being of all participants.","[]","[]",,"[]","false","cmnr3nt1a0005l0jz5wtjfiqq","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":1000,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":1001,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.265","2026-04-09 07:57:31.265","true"
"cmnr6pcsh002xl0jzs30d4qby","Naivedya Offering","","500","","[]","","/uploads/poojas/image-1775716406495-477960908.jpg","A traditional and beautifully presented food offering made to the divine. Devotees can sponsor this consecrated meal which is then ritually offered at the altar.","[]","[]",,"[]","false","cmnr3p8840007l0jzkzlmahfo","cmn8gw8m00001l0rlou9ew4x5",,"[{""name"":""Single"",""price"":500,""maxPersons"":1,""description"":""For 1 person""},{""name"":""Couple"",""price"":500,""maxPersons"":2,""description"":""For 2 people""}]","[]",,"2026-04-09 07:57:31.266","2026-04-09 07:57:31.266","true"
